C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_35_122.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_35_122.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_35_122.jpg,0,0,0,5.594884E-06
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_35_198.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_35_198.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_35_198.jpg,0,0,0,3.188904E-06
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_35_276.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_35_276.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_35_276.jpg,0,0,0,2.734005E-06
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_35_357.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_35_357.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_35_357.jpg,0,0,0,6.027064E-06
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_35_433.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_35_433.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_35_433.jpg,0,0,0,1.575503E-06
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_35_510.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_35_510.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_35_510.jpg,0,0,0,4.699441E-06
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_35_587.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_35_587.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_35_587.jpg,0,0,0,2.243878E-06
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_35_664.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_35_664.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_35_664.jpg,0,0,0,8.531598E-07
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_35_739.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_35_739.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_35_739.jpg,0,0,0,7.182813E-06
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_35_817.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_35_817.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_35_817.jpg,0,0,0,6.494894E-06
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_35_893.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_35_893.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_35_893.jpg,0,0,0,2.968547E-06
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_35_979.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_35_979.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_35_979.jpg,0,0,0,1.528023E-06
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_36_083.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_36_083.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_36_083.jpg,0,0,0,8.887366E-06
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_36_158.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_36_158.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_36_158.jpg,0,0,0,5.835775E-06
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_36_234.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_36_234.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_36_234.jpg,0,0,0,1.91352E-06
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_36_311.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_36_311.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_36_311.jpg,0,0,0,4.360673E-06
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_36_389.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_36_389.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_36_389.jpg,0,0,0,2.804715E-06
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_36_491.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_36_491.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_36_491.jpg,0,0.117157,0,0.03788995
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_36_552.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_36_552.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_36_552.jpg,0,0.1597147,0,0.2264963
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_36_619.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_36_619.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_36_619.jpg,0,0,0,0.2846934
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_36_704.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_36_704.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_36_704.jpg,0,0,0,0.2814727
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_36_770.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_36_770.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_36_770.jpg,0,0,0,0.2795519
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_36_847.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_36_847.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_36_847.jpg,0,0,0,0.2770091
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_36_924.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_36_924.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_36_924.jpg,0,0,0,0.2744869
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_37_000.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_37_000.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_37_000.jpg,0,0,0,0.2719852
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_37_077.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_37_077.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_37_077.jpg,0,0,0,0.2701221
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_37_171.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_37_171.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_37_171.jpg,0,0,0,0.2670418
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_37_248.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_37_248.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_37_248.jpg,0,0,0,0.2647553
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_37_329.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_37_329.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_37_329.jpg,0,0.2328113,0,0.4016078
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_37_406.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_37_406.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_37_406.jpg,0,0.4637898,0,0.8025511
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_37_481.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_37_481.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_37_481.jpg,0,0.2296416,0,1.073309
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_37_562.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_37_562.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_37_562.jpg,0,0,0,1.102178
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_37_634.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_37_634.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_37_634.jpg,0,0,0,1.093329
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_37_713.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_37_713.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_37_713.jpg,0,0,0,1.08455
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_37_790.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_37_790.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_37_790.jpg,0,0,0,1.075842
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_37_869.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_37_869.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_37_869.jpg,0,0.119854,0,1.086399
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_37_950.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_37_950.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_37_950.jpg,0,0.112706,0,1.28939
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_38_027.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_38_027.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_38_027.jpg,0,0,0,1.274858
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_38_103.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_38_103.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_38_103.jpg,0,0,0,1.264621
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_38_186.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_38_186.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_38_186.jpg,0,0,0,1.254467
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_38_268.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_38_268.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_38_268.jpg,0,0,0,1.244394
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_38_336.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_38_336.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_38_336.jpg,0,0,0,1.236892
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_38_413.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_38_413.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_38_413.jpg,0,0.1119478,0,1.266137
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_38_495.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_38_495.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_38_495.jpg,0,0.3422945,0,1.521192
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_38_567.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_38_567.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_38_567.jpg,0,0.5729781,0,2.001522
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_38_649.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_38_649.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_38_649.jpg,0,0.3259864,0,2.39823
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_38_726.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_38_726.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_38_726.jpg,0,0.09897794,0,2.512694
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_38_799.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_38_799.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_38_799.jpg,0,0,0,2.520287
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_38_882.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_38_882.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_38_882.jpg,0,0,0,2.500038
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_38_957.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_38_957.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_38_957.jpg,0,0,0,2.48496
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_39_035.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_39_035.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_39_035.jpg,0,0.1143282,0,2.501971
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_39_112.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_39_112.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_39_112.jpg,0,0.3462496,0,2.787672
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_39_187.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_39_187.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_39_187.jpg,0,0.3436885,0,3.14462
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_39_276.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_39_276.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_39_276.jpg,0,0.07942123,0,3.260522
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_39_378.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_39_378.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_39_378.jpg,0,0,0,3.240156
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_39_453.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_39_453.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_39_453.jpg,0,0,0,3.214126
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_39_530.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_39_530.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_39_530.jpg,0,0,0,3.188303
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_39_605.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_39_605.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_39_605.jpg,0,0,0,3.162688
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_39_694.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_39_694.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_39_694.jpg,0,0,0,3.137279
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_39_761.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_39_761.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_39_761.jpg,0,0.1253349,0,3.184458
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_39_832.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_39_832.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_39_832.jpg,0,0.3372838,0,3.35085
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_39_906.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_39_906.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_39_906.jpg,0,0.334042,0,3.711488
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_39_982.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_39_982.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_39_982.jpg,0,0.1095009,0,3.847138
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_40_056.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_40_056.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_40_056.jpg,0,0,0,3.833068
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_40_131.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_40_131.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_40_131.jpg,0,0,0,3.802274
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_40_205.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_40_205.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_40_205.jpg,0,0,0,3.771724
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_40_280.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_40_280.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_40_280.jpg,0,0,0,3.741421
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_40_354.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_40_354.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_40_354.jpg,0,0,0,3.718853
C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\center_2018_05_27_19_14_40_429.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\left_2018_05_27_19_14_40_429.jpg,C:\Users\Admin\CarND-Behavioral-Cloning-P3\IMG\right_2018_05_27_19_14_40_429.jpg,-0.1,0,0,3.687662
